"Time","{container_name=""bff-api""}"
2025-09-06 19:46:00,0 B/s
2025-09-06 19:46:15,0 B/s
2025-09-06 19:46:30,0 B/s
2025-09-06 19:46:45,0 B/s
2025-09-06 19:47:00,1.26 MB/s
2025-09-06 19:47:15,1.91 MB/s
2025-09-06 19:47:30,3.12 MB/s
2025-09-06 19:47:45,3.08 MB/s
2025-09-06 19:48:00,2.46 MB/s
2025-09-06 19:48:15,1.19 MB/s
2025-09-06 19:48:30,601 kB/s
2025-09-06 19:48:45,725 B/s
2025-09-06 19:49:00,968 B/s
2025-09-06 19:49:15,728 B/s
