"Time","{container_name=""bff-api""}"
2025-09-06 19:36:30,0.00000315
2025-09-06 19:36:45,0.000280
2025-09-06 19:37:00,0.000280
2025-09-06 19:37:15,0.225
2025-09-06 19:37:30,1.05
2025-09-06 19:37:45,1.46
2025-09-06 19:38:00,2.28
2025-09-06 19:38:15,1.81
2025-09-06 19:38:30,1.40
2025-09-06 19:38:45,0.579
2025-09-06 19:39:00,0.172
2025-09-06 19:39:15,0
2025-09-06 19:39:30,0.00000135
2025-09-06 19:39:45,0.000637
