"Time","{container_name=""bff-api""}"
2025-09-06 19:39:45,0.000637
2025-09-06 19:40:00,0.000637
2025-09-06 19:40:15,0.000636
2025-09-06 19:40:30,0.000636
2025-09-06 19:40:45,0.321
2025-09-06 19:41:00,1.13
2025-09-06 19:41:15,1.52
2025-09-06 19:41:30,2.32
2025-09-06 19:41:45,1.68
2025-09-06 19:42:00,1.28
2025-09-06 19:42:15,0.493
2025-09-06 19:42:30,0.0871
2025-09-06 19:42:45,0
2025-09-06 19:43:00,0.00000133
2025-09-06 19:43:15,0.000645
