"Time","{container_name=""bff-api""}"
2025-09-06 19:36:30,972 B/s
2025-09-06 19:36:45,969 B/s
2025-09-06 19:37:00,735 B/s
2025-09-06 19:37:15,372 kB/s
2025-09-06 19:37:30,1.57 MB/s
2025-09-06 19:37:45,2.09 MB/s
2025-09-06 19:38:00,3.12 MB/s
2025-09-06 19:38:15,2.28 MB/s
2025-09-06 19:38:30,1.75 MB/s
2025-09-06 19:38:45,695 kB/s
2025-09-06 19:39:00,198 kB/s
2025-09-06 19:39:15,732 B/s
2025-09-06 19:39:30,973 B/s
2025-09-06 19:39:45,779 B/s
