"Time","{container_name=""bff-api""}"
2025-09-06 19:39:45,779 B/s
2025-09-06 19:40:00,732 B/s
2025-09-06 19:40:15,488 B/s
2025-09-06 19:40:30,246 B/s
2025-09-06 19:40:45,517 kB/s
2025-09-06 19:41:00,1.57 MB/s
2025-09-06 19:41:15,2.01 MB/s
2025-09-06 19:41:30,3.01 MB/s
2025-09-06 19:41:45,2.04 MB/s
2025-09-06 19:42:00,1.55 MB/s
2025-09-06 19:42:15,619 kB/s
2025-09-06 19:42:30,106 kB/s
2025-09-06 19:42:45,732 B/s
2025-09-06 19:43:00,973 B/s
2025-09-06 19:43:15,734 B/s
