"Time","{container_name=""bff-api""}"
2025-09-06 19:36:30,972 B/s
2025-09-06 19:36:45,850 B/s
2025-09-06 19:37:00,616 B/s
2025-09-06 19:37:15,361 kB/s
2025-09-06 19:37:30,1.52 MB/s
2025-09-06 19:37:45,2.03 MB/s
2025-09-06 19:38:00,3.02 MB/s
2025-09-06 19:38:15,2.20 MB/s
2025-09-06 19:38:30,1.69 MB/s
2025-09-06 19:38:45,669 kB/s
2025-09-06 19:39:00,191 kB/s
2025-09-06 19:39:15,732 B/s
2025-09-06 19:39:30,973 B/s
2025-09-06 19:39:45,662 B/s
