"Time","{container_name=""bff-api""}"
2025-09-06 19:34:00,0 B/s
2025-09-06 19:34:15,0 B/s
2025-09-06 19:34:30,1.33 MB/s
2025-09-06 19:34:45,1.94 MB/s
2025-09-06 19:35:00,3.12 MB/s
2025-09-06 19:35:15,2.92 MB/s
2025-09-06 19:35:30,2.26 MB/s
2025-09-06 19:35:45,998 kB/s
2025-09-06 19:36:00,472 kB/s
2025-09-06 19:36:15,726 B/s
