"Time","{container_name=""bff-api""}"
2025-09-06 19:34:00,0.0000280
2025-09-06 19:34:15,0.0000280
2025-09-06 19:34:30,0.818
2025-09-06 19:34:45,1.22
2025-09-06 19:35:00,2.04
2025-09-06 19:35:15,2.03
2025-09-06 19:35:30,1.62
2025-09-06 19:35:45,0.803
2025-09-06 19:36:00,0.393
2025-09-06 19:36:15,0.0000197
